, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283
16807, 7.335, 6.498, 6.066, 6.231, 8.087, 6.179, 6.888, 8.242, 5.634, 5.749, 6.446, 6.647, 6.393, 5.954, 5.303, 6.354, 6.206, 4.584, 7.142, 6.143, 4.666, 7.855, 6.717, 7.898, 6.906, 6.271, 8.797, 6.363, 6.295, 6.406, 6.504, 6.517, 7.095, 9.034, 7.613, 6.767, 5.297, 5.941, 7.064, 6.372, 5.239, 5.857, 4.797, 4.913, 5.124, 6.39, 5.367, 7.161, 4.866, 5.062, 5.624, 5.879, 7.921, 6.411, 5.94, 6.058, 6.181, 5.527, 7.675, 5.634, 6.104, 5.504, 5.113, 7.531, 5.605, 6.9, 5.827, 5.558, 6.636, 7.848, 6.558, 7.844, 7.649, 6.488, 6.114, 7.324, 6.416, 7.601, 7.222, 5.645, 6.191, 5.424, 5.791, 5.777, 6.637, 5.99, 7.587, 6.095, 6.953, 6.137, 5.476, 5.281, 6.276, 6.7, 7.388, 7.385, 8.104, 5.728, 5.634, 6.399, 6.017, 6.428, 7.275, 5.857, 5.365, 5.323, 7.147, 5.425, 7.075, 6.569, 5.622, 4.845, 6.843, 6.568, 6.993, 4.577, 8.246, 5.681, 5.39, 6.053, 6.243, 6.661, 7.055, 4.59, 6.136, 6.234, 5.964, 6.264, 4.98, 5.642, 5.766, 5.359, 7.55, 6.709, 7.794, 6.136, 5.622, 6.563, 4.958, 6.106, 6.579, 6.233, 5.978, 5.97, 4.537, 6.002, 3.957, 5.802, 6.584, 6.317, 6.123, 7.222, 7.193, 5.547, 6.305, 6.551, 6.137, 6.261, 5.45, 7.021, 6.017, 6.223, 5.729, 6.658, 8.217, 5.269, 5.704, 7.428, 6.453, 5.662, 7.578, 6.58, 6.769, 4.825, 6.282, 4.296, 6.886, 5.118, 6.407, 6.775, 5.44, 8.016, 5.272, 4.516, 6.272, 5.208, 5.911, 4.106, 7.478, 6.29, 6.887, 5.862, 6.376, 5.813, 4.983, 6.905, 6.37, 5.77, 7.072, 5.454, 6.067, 5.008, 5.148, 4.834, 5.863, 5.997, 7.058, 5.868, 6.342, 6.197, 5.045, 5.249, 5.558, 6.284, 5.453, 6.654, 5.474, 6.714, 6.732, 6.563, 5.442, 5.277, 8.31, 4.697, 7.314, 6.09, 7.133, 6.826, 4.352, 6.476, 5.916, 7.152, 5.925, 8.214, 5.963, 6.646, 6.764, 6.659, 6.84, 5.789, 6.625, 6.028, 6.095, 6.583, 4.217, 5.782, 5.318, 5.487, 4.858, 6.439, 7.406, 6.03, 7.555, 6.081, 6.231, 5.446, 6.957, 5.707, 7.021, 7.141, 5.812, 6.688, 6.969, 7.627, 6.45, 6.033, 6.022, 4.933, 6.801, 5.381, 5.783, 8.885, 5.836, 6.237, 8.3, 5.59, 5.877, 6.768, 5.527, 6.095, 6.361, 4.323, 6.953, 7.335
282475249, 5.015, 7.252, 5.799, 5.431, 7.609, 6.24, 6.372, 8.261, 5.634, 6.742, 7.594, 5.981, 6.581, 6.327, 4.821, 6.357, 6.301, 5.96, 6.967, 6.208, 6.453, 6.996, 6.046, 7.907, 6.414, 5.897, 7.013, 7.006, 6.33, 6.601, 6.803, 4.833, 6.868, 8.94, 5.844, 5.605, 5.295, 6.216, 6.298, 4.782, 7.038, 5.677, 5.469, 4.565, 5.327, 5.043, 5.914, 6.72, 4.628, 6.74, 6.046, 6.026, 5.694, 5.767, 7.4, 5.928, 4.982, 6.396, 7.175, 6.614, 6.491, 5.138, 6.894, 7.524, 6.915, 6.629, 6.768, 6.168, 7.892, 6.587, 6.574, 6.47, 6.868, 4.872, 6.938, 5.977, 6.145, 6.772, 6.184, 5.56, 6.951, 6.029, 6.487, 7.219, 7.637, 5.409, 5.65, 6.028, 4.672, 6.292, 6.533, 6.047, 5.421, 7.479, 7.829, 7.195, 6.255, 5.629, 5.206, 5.361, 6.83, 6.956, 6.087, 5.008, 5.684, 5.422, 5.901, 5.226, 6.344, 6.358, 6.003, 5.983, 6.919, 5.313, 7.147, 4.571, 6.69, 5.821, 6.102, 5.33, 4.986, 4.534, 6.665, 6.015, 5.414, 5.999, 5.938, 4.968, 4.291, 7, 5.49, 6.417, 7.385, 5.384, 6.48, 6.617, 6.625, 6.6, 4.659, 5.484, 6.387, 6.418, 5.767, 6.102, 5.864, 6.144, 4.405, 6.169, 7.565, 6.318, 5.551, 6.428, 6.436, 5.548, 7.403, 5.986, 5.985, 4.253, 4.536, 5.331, 5.22, 6.413, 5.971, 5.883, 7.396, 6.903, 7.885, 7.569, 6.249, 4.875, 8.473, 5.46, 6.608, 5.8, 4.987, 5.015, 6.37, 4.761, 6.629, 5.564, 6.937, 7.093, 6.058, 3.925, 4.563, 5.01, 4.071, 5.599, 7.047, 7.093, 6.295, 6.861, 6.833, 5.367, 5.351, 7.868, 6.444, 7.183, 4.834, 6.409, 6.008, 6.882, 5.641, 5.55, 5.759, 5.232, 6.589, 5.857, 6.03, 7.848, 5.014, 5.084, 7.951, 5.874, 6.629, 6.456, 6.314, 6.523, 6.86, 7.269, 4.878, 4.194, 7.171, 6.39, 7.083, 7.295, 7.161, 5.888, 5.205, 4.853, 6.443, 5.026, 5.739, 6.518, 7.277, 6.648, 5.437, 5.515, 5.992, 5.288, 6.875, 5.367, 5.801, 4.065, 5.66, 5.98, 5.033, 4.297, 5.212, 5.87, 6.188, 6.253, 4.657, 6.21, 5.611, 4.813, 5.414, 5.65, 5.285, 6.52, 6.227, 4.95, 6.737, 7.212, 6.493, 6.217, 5.281, 7.306, 5.365, 6.391, 5.193, 7.634, 5.848, 6.09, 4.495, 6.446, 6.594, 6.457, 5.974, 5.819, 5.975, 5.947, 6.557, 6.574
