, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72
0,  ( 2147483647 0 ),  ( 10 6 ) ( 13 7 ) ( 16 8 ),  ( 13 6 ) ( 16 7 ),  ( 22 7 ),  ( 20 8 ) ( 22 13 ),  ( 22 16 ),  ( 22 13 ) ( 13 7 ) ( 20 9 ),  ( 13 7 ) ( 20 9 ) ( 22 14 ),  ( 40 15 ) ( 25 14 ),  ( 22 17 ),  ( 22 16 ),  ( 22 17 ),  ( 25 1 ) ( 40 14 ) ( 33 2 ),  ( 22 16 ),  ( 40 4 ),  ( 16 8 ) ( 14 7 ),  ( 33 6 ) ( 40 15 ),  ( 40 11 ),  ( 40 11 ),  ( 22 20 ) ( 11 18 ),  ( 33 3 ) ( 40 17 ),  ( 50 6 ),  ( 20 35 ) ( 22 37 ),  ( 40 11 ),  ( 40 10 ) ( 25 7 ) ( 33 8 ),  ( 33 6 ) ( 40 15 ),  ( 25 15 ) ( 40 20 ) ( 33 16 ),  ( 13 6 ) ( 22 8 ),  ( 10 10 ) ( 14 11 ) ( 15 13 ),  ( 22 21 ) ( 11 19 ),  ( 50 7 ),  ( 22 20 ),  ( 40 8 ),  ( 20 20 ) ( 11 18 ) ( 22 22 ),  ( 33 1 ) ( 40 15 ),  ( 22 21 ) ( 11 17 ),  ( 9 13 ) ( 40 15 ) ( 25 14 ),  ( 13 7 ) ( 22 9 ),  ( 33 4 ) ( 40 17 ),  ( 25 6 ) ( 33 7 ) ( 40 11 ),  ( 40 11 ) ( 25 10 ),  ( 40 15 ) ( 25 14 ),  ( 40 16 ) ( 25 15 ),  ( 40 14 ) ( 25 13 ),  ( 13 8 ) ( 22 11 ) ( 20 10 ),  ( 20 9 ) ( 13 8 ) ( 22 15 ),  ( 25 5 ) ( 33 6 ) ( 40 14 ),  ( 40 19 ) ( 33 15 ) ( 25 14 ),  ( 14 11 ),  ( 6 13 ) ( 18 14 ) ( 22 15 ),  ( 25 6 ) ( 33 7 ) ( 40 9 ),  ( 22 34 ),  ( 25 5 ) ( 33 6 ) ( 40 12 ),  ( 40 7 ),  ( 40 8 ) ( 25 7 ),  ( 40 8 ),  ( 50 3 ),  ( 33 1 ) ( 40 15 ),  ( 10 10 ) ( 16 12 ) ( 13 11 ),  ( 10 13 ) ( 13 14 ) ( 14 15 ),  ( 50 10 ),  ( 15 8 ) ( 11 7 ) ( 16 9 ),  ( 40 16 ) ( 25 11 ) ( 33 12 ),  ( 22 10 ),  ( 25 3 ) ( 33 4 ) ( 40 12 ),  ( 13 9 ) ( 16 10 ),  ( 11 7 ) ( 40 9 ),  ( 40 7 ),  ( 18 7 ) ( 40 9 ),  ( 40 8 ),  ( 40 8 ),  ( 40 16 ) ( 25 11 ) ( 33 12 ),  ( 40 15 ) ( 25 10 ) ( 33 11 )
1,  ( 16 8 ) ( 10 6 ) ( 13 7 ),  ( 2147483647 0 ),  ( 50 1 ),  ( 13 8 ) ( 16 9 ) ( 10 7 ),  ( 13 9 ) ( 10 8 ) ( 16 10 ),  ( 13 13 ) ( 16 14 ) ( 10 12 ),  ( 13 8 ) ( 16 11 ) ( 10 7 ),  ( 13 8 ) ( 10 7 ) ( 16 11 ),  ( 14 10 ) ( 16 12 ) ( 15 11 ) ( 9 9 ),  ( 13 14 ) ( 16 15 ) ( 10 13 ),  ( 13 13 ) ( 16 14 ) ( 10 12 ),  ( 13 14 ) ( 16 15 ) ( 10 13 ),  ( 10 5 ) ( 13 6 ) ( 16 7 ),  ( 13 13 ) ( 16 14 ) ( 10 12 ),  ( 16 9 ) ( 15 8 ),  ( 20 3 ),  ( 13 7 ) ( 10 6 ) ( 16 8 ),  ( 16 12 ) ( 15 11 ),  ( 16 12 ) ( 15 11 ),  ( 16 18 ) ( 13 17 ) ( 11 13 ),  ( 16 10 ) ( 10 8 ) ( 13 9 ),  ( 13 7 ) ( 10 6 ) ( 16 8 ),  ( 10 35 ) ( 13 36 ) ( 16 39 ),  ( 16 12 ) ( 15 11 ),  ( 16 4 ),  ( 16 8 ) ( 10 6 ) ( 13 7 ),  ( 12 10 ) ( 16 11 ),  ( 10 6 ) ( 13 7 ) ( 16 10 ),  ( 15 5 ),  ( 13 18 ) ( 16 19 ) ( 11 14 ),  ( 16 10 ) ( 15 9 ),  ( 16 18 ) ( 13 17 ) ( 10 16 ),  ( 16 9 ) ( 15 8 ),  ( 16 18 ) ( 13 17 ) ( 11 13 ),  ( 16 8 ) ( 10 6 ) ( 13 7 ),  ( 11 12 ) ( 13 18 ) ( 16 19 ),  ( 9 8 ) ( 14 10 ) ( 16 12 ) ( 15 11 ),  ( 13 8 ) ( 16 11 ) ( 10 7 ),  ( 16 10 ) ( 10 8 ) ( 13 9 ),  ( 12 1 ) ( 16 2 ),  ( 14 6 ) ( 16 8 ) ( 15 7 ),  ( 14 10 ) ( 16 12 ) ( 15 11 ) ( 9 9 ),  ( 16 13 ) ( 9 10 ) ( 14 11 ) ( 15 12 ),  ( 14 9 ) ( 16 11 ) ( 15 10 ),  ( 13 9 ) ( 10 8 ) ( 16 12 ),  ( 10 8 ) ( 16 11 ) ( 13 9 ),  ( 10 5 ) ( 13 6 ) ( 16 7 ),  ( 12 9 ) ( 16 10 ),  ( 12 6 ) ( 14 7 ),  ( 14 10 ) ( 16 12 ) ( 6 8 ) ( 15 11 ) ( 12 9 ),  ( 12 3 ) ( 16 4 ),  ( 13 37 ) ( 10 36 ) ( 16 40 ),  ( 10 1 ) ( 13 2 ) ( 16 3 ),  ( 13 8 ) ( 10 7 ) ( 16 11 ),  ( 15 4 ) ( 16 5 ),  ( 10 8 ) ( 13 9 ) ( 16 12 ),  ( 16 10 ) ( 15 9 ),  ( 16 8 ) ( 10 6 ) ( 13 7 ),  ( 50 4 ),  ( 13 8 ) ( 14 11 ),  ( 16 13 ) ( 15 12 ),  ( 22 3 ),  ( 12 6 ) ( 16 7 ),  ( 13 7 ) ( 10 6 ) ( 16 8 ),  ( 10 3 ) ( 13 4 ) ( 16 5 ),  ( 50 3 ),  ( 16 10 ) ( 15 9 ),  ( 16 10 ) ( 15 9 ),  ( 16 10 ) ( 15 9 ),  ( 16 9 ) ( 15 8 ),  ( 16 9 ) ( 15 8 ),  ( 12 6 ) ( 16 7 ),  ( 12 5 ) ( 16 6 )
2,  ( 13 6 ) ( 16 7 ),  ( 50 1 ),  ( 2147483647 0 ),  ( 13 7 ) ( 16 8 ),  ( 16 9 ) ( 13 8 ),  ( 13 12 ) ( 16 13 ),  ( 13 7 ) ( 16 10 ),  ( 13 7 ) ( 16 10 ),  ( 16 11 ) ( 15 10 ) ( 10 9 ) ( 9 8 ),  ( 13 13 ) ( 16 14 ),  ( 13 12 ) ( 16 13 ),  ( 13 13 ) ( 16 14 ),  ( 13 5 ) ( 16 6 ),  ( 13 12 ) ( 16 13 ),  ( 15 7 ) ( 16 8 ),  ( 20 2 ),  ( 13 6 ) ( 16 7 ),  ( 15 10 ) ( 16 11 ),  ( 15 10 ) ( 16 11 ),  ( 13 16 ) ( 11 13 ) ( 16 17 ),  ( 13 8 ) ( 16 9 ),  ( 13 6 ) ( 16 7 ),  ( 13 35 ) ( 16 38 ),  ( 15 10 ) ( 16 11 ),  ( 16 3 ),  ( 13 6 ) ( 16 7 ),  ( 16 10 ),  ( 13 6 ) ( 16 9 ),  ( 10 4 ) ( 15 6 ),  ( 16 18 ) ( 13 17 ) ( 11 14 ),  ( 15 8 ) ( 16 9 ),  ( 13 16 ) ( 16 17 ),  ( 15 7 ) ( 16 8 ),  ( 13 16 ) ( 16 17 ) ( 11 13 ),  ( 13 6 ) ( 16 7 ),  ( 11 12 ) ( 16 18 ) ( 13 17 ),  ( 9 7 ) ( 16 11 ) ( 15 10 ) ( 10 9 ),  ( 16 10 ) ( 13 7 ),  ( 13 8 ) ( 16 9 ),  ( 16 1 ),  ( 10 5 ) ( 15 6 ) ( 16 7 ),  ( 16 11 ) ( 15 10 ) ( 10 9 ) ( 9 8 ),  ( 16 12 ) ( 15 11 ) ( 9 9 ) ( 10 10 ),  ( 16 10 ) ( 10 8 ) ( 15 9 ),  ( 13 8 ) ( 16 11 ),  ( 16 10 ) ( 13 8 ),  ( 13 5 ) ( 16 6 ),  ( 16 9 ),  ( 14 6 ),  ( 6 7 ) ( 16 11 ) ( 15 10 ) ( 10 8 ),  ( 16 3 ),  ( 13 36 ) ( 16 39 ),  ( 13 1 ) ( 16 2 ),  ( 16 10 ) ( 13 7 ),  ( 15 3 ) ( 16 4 ),  ( 16 11 ) ( 13 8 ),  ( 15 8 ) ( 16 9 ),  ( 13 6 ) ( 16 7 ),  ( 50 5 ),  ( 13 9 ) ( 10 7 ) ( 14 10 ),  ( 16 12 ) ( 15 11 ),  ( 22 2 ),  ( 16 6 ),  ( 13 6 ) ( 16 7 ),  ( 13 3 ) ( 16 4 ),  ( 50 4 ) ( 25 3 ),  ( 15 8 ) ( 16 9 ),  ( 15 8 ) ( 16 9 ),  ( 15 8 ) ( 16 9 ),  ( 15 7 ) ( 16 8 ),  ( 15 7 ) ( 16 8 ),  ( 16 6 ),  ( 16 5 )
3,  ( 22 7 ),  ( 10 7 ) ( 13 8 ) ( 16 9 ),  ( 13 7 ) ( 16 8 ),  ( 2147483647 0 ),  ( 20 1 ) ( 25 6 ),  ( 22 17 ) ( 10 11 ),  ( 20 2 ) ( 25 6 ),  ( 25 7 ) ( 20 2 ),  ( 22 15 ),  ( 22 18 ) ( 10 12 ),  ( 22 17 ) ( 10 11 ),  ( 22 18 ) ( 10 12 ),  ( 22 6 ),  ( 22 17 ) ( 10 11 ),  ( 22 5 ),  ( 16 9 ) ( 14 8 ),  ( 22 1 ),  ( 22 12 ),  ( 22 12 ),  ( 22 21 ) ( 10 15 ) ( 11 19 ),  ( 22 9 ),  ( 13 3 ) ( 22 7 ),  ( 50 30 ),  ( 22 12 ),  ( 22 8 ),  ( 22 7 ),  ( 22 16 ),  ( 50 1 ),  ( 10 11 ) ( 14 12 ) ( 15 14 ),  ( 22 22 ) ( 10 16 ) ( 11 20 ),  ( 22 8 ),  ( 22 21 ) ( 10 15 ),  ( 22 9 ),  ( 20 21 ) ( 10 15 ) ( 11 19 ) ( 22 23 ),  ( 22 7 ),  ( 11 18 ) ( 22 22 ) ( 10 16 ),  ( 22 15 ) ( 9 14 ),  ( 33 2 ),  ( 22 9 ),  ( 22 7 ),  ( 22 11 ),  ( 22 15 ),  ( 22 16 ),  ( 22 14 ),  ( 25 4 ) ( 20 3 ),  ( 20 2 ) ( 25 8 ),  ( 22 6 ),  ( 22 15 ),  ( 14 12 ),  ( 18 15 ) ( 6 14 ) ( 22 16 ),  ( 22 7 ),  ( 22 35 ) ( 20 31 ),  ( 22 6 ),  ( 16 2 ) ( 22 8 ) ( 20 6 ),  ( 22 8 ),  ( 20 5 ) ( 16 3 ) ( 22 9 ),  ( 22 4 ),  ( 22 7 ),  ( 10 11 ) ( 13 12 ) ( 16 13 ),  ( 14 16 ) ( 10 14 ) ( 13 15 ),  ( 22 11 ),  ( 11 8 ) ( 15 9 ) ( 16 10 ),  ( 22 12 ),  ( 22 11 ) ( 10 5 ),  ( 22 4 ),  ( 13 10 ) ( 16 11 ),  ( 11 8 ) ( 22 10 ),  ( 22 8 ),  ( 18 8 ) ( 22 10 ),  ( 22 9 ),  ( 22 9 ),  ( 22 12 ),  ( 22 11 )
4,  ( 20 8 ) ( 22 13 ),  ( 10 8 ) ( 16 10 ) ( 13 9 ),  ( 16 9 ) ( 13 8 ),  ( 20 1 ) ( 25 6 ),  ( 2147483647 0 ),  ( 10 10 ) ( 20 18 ) ( 22 23 ),  ( 50 2 ),  ( 50 1 ),  ( 22 21 ) ( 20 16 ) ( 16 15 ),  ( 10 11 ) ( 20 19 ) ( 22 24 ),  ( 10 10 ) ( 20 18 ) ( 22 23 ),  ( 10 11 ) ( 20 19 ) ( 22 24 ),  ( 20 7 ) ( 22 12 ),  ( 10 10 ) ( 20 18 ) ( 22 23 ),  ( 16 4 ) ( 20 6 ) ( 22 11 ),  ( 16 10 ) ( 15 9 ),  ( 20 2 ) ( 22 7 ),  ( 20 13 ) ( 22 18 ),  ( 22 18 ) ( 20 13 ),  ( 10 14 ) ( 20 22 ) ( 22 27 ) ( 11 20 ),  ( 20 10 ) ( 22 15 ),  ( 13 2 ) ( 20 8 ) ( 22 13 ),  ( 20 31 ) ( 25 34 ),  ( 22 18 ) ( 20 13 ),  ( 20 9 ) ( 22 14 ),  ( 20 8 ) ( 22 13 ),  ( 20 17 ) ( 22 22 ),  ( 20 2 ) ( 25 5 ),  ( 15 15 ) ( 14 12 ),  ( 22 28 ) ( 10 15 ) ( 11 21 ) ( 20 23 ),  ( 20 9 ) ( 22 14 ),  ( 10 14 ) ( 20 22 ) ( 22 27 ),  ( 20 10 ) ( 22 15 ),  ( 10 14 ) ( 11 20 ) ( 20 22 ) ( 22 29 ),  ( 20 8 ) ( 22 13 ),  ( 10 15 ) ( 20 23 ) ( 22 28 ) ( 11 19 ),  ( 22 21 ) ( 20 16 ) ( 16 15 ),  ( 25 4 ) ( 9 2 ) ( 20 3 ),  ( 20 10 ) ( 22 15 ),  ( 20 8 ) ( 22 13 ),  ( 20 12 ) ( 16 11 ) ( 22 17 ),  ( 22 21 ) ( 20 16 ) ( 16 15 ),  ( 22 22 ) ( 16 16 ) ( 20 17 ),  ( 20 15 ) ( 16 14 ) ( 22 20 ),  ( 50 2 ),  ( 50 2 ),  ( 20 7 ) ( 22 12 ),  ( 20 16 ) ( 22 21 ),  ( 14 13 ),  ( 18 16 ) ( 16 15 ) ( 22 22 ) ( 20 17 ),  ( 20 8 ) ( 22 13 ),  ( 22 41 ) ( 20 32 ),  ( 20 7 ) ( 22 12 ),  ( 16 1 ) ( 20 5 ) ( 22 14 ),  ( 16 8 ) ( 20 9 ) ( 22 14 ),  ( 16 2 ) ( 22 15 ) ( 20 4 ),  ( 20 5 ) ( 22 10 ),  ( 20 8 ) ( 22 13 ),  ( 16 14 ) ( 10 12 ) ( 14 13 ),  ( 13 15 ) ( 14 17 ),  ( 20 12 ) ( 22 17 ),  ( 16 11 ) ( 11 9 ) ( 15 10 ),  ( 20 13 ) ( 22 18 ),  ( 10 4 ) ( 20 12 ) ( 22 17 ),  ( 20 5 ) ( 22 10 ),  ( 16 12 ) ( 13 11 ),  ( 11 9 ) ( 20 11 ) ( 22 16 ),  ( 20 9 ) ( 22 14 ),  ( 20 11 ) ( 22 16 ) ( 18 9 ),  ( 20 10 ) ( 22 15 ),  ( 20 10 ) ( 22 15 ),  ( 20 13 ) ( 22 18 ),  ( 20 12 ) ( 22 17 )
5,  ( 22 16 ),  ( 13 13 ) ( 16 14 ) ( 10 12 ),  ( 13 12 ) ( 16 13 ),  ( 10 11 ) ( 22 17 ),  ( 10 10 ) ( 22 23 ) ( 20 18 ),  ( 2147483647 0 ),  ( 10 10 ) ( 20 19 ) ( 22 23 ) ( 13 17 ),  ( 13 17 ) ( 10 9 ) ( 22 24 ) ( 20 19 ),  ( 10 19 ) ( 22 22 ) ( 11 20 ),  ( 50 3 ),  ( 50 2 ),  ( 33 2 ) ( 50 10 ),  ( 22 15 ),  ( 50 1 ),  ( 22 19 ) ( 10 14 ),  ( 13 14 ) ( 16 15 ),  ( 10 11 ) ( 22 16 ),  ( 22 22 ) ( 10 21 ),  ( 22 22 ) ( 10 21 ),  ( 50 5 ),  ( 22 18 ),  ( 10 12 ) ( 22 16 ),  ( 22 47 ) ( 10 39 ) ( 13 45 ),  ( 22 22 ) ( 10 21 ),  ( 22 15 ),  ( 22 16 ),  ( 11 16 ) ( 22 21 ),  ( 13 16 ) ( 10 10 ) ( 22 18 ),  ( 13 18 ) ( 15 19 ) ( 10 16 ),  ( 50 6 ),  ( 22 20 ) ( 10 17 ),  ( 50 6 ),  ( 18 19 ) ( 22 21 ) ( 10 18 ),  ( 20 6 ) ( 50 7 ),  ( 22 16 ),  ( 40 6 ),  ( 22 22 ) ( 9 19 ) ( 11 20 ),  ( 10 11 ) ( 22 19 ) ( 13 17 ),  ( 22 18 ),  ( 22 12 ),  ( 22 18 ) ( 10 17 ),  ( 22 22 ) ( 11 19 ),  ( 11 19 ) ( 22 23 ),  ( 22 21 ) ( 11 20 ) ( 10 19 ),  ( 20 20 ) ( 13 18 ) ( 10 12 ) ( 22 21 ),  ( 22 25 ) ( 13 18 ) ( 10 12 ) ( 20 19 ),  ( 22 15 ),  ( 11 15 ) ( 22 20 ),  ( 14 17 ) ( 11 14 ),  ( 10 18 ) ( 18 22 ) ( 22 23 ) ( 11 19 ),  ( 22 14 ),  ( 20 48 ) ( 10 40 ) ( 13 46 ) ( 22 50 ),  ( 22 11 ),  ( 10 11 ) ( 13 17 ) ( 16 19 ) ( 22 22 ),  ( 22 15 ),  ( 20 22 ) ( 16 20 ) ( 22 23 ) ( 13 18 ) ( 10 12 ),  ( 10 13 ) ( 22 19 ),  ( 22 16 ),  ( 16 18 ) ( 13 17 ) ( 10 16 ),  ( 14 21 ) ( 11 18 ),  ( 22 23 ) ( 10 20 ),  ( 13 14 ) ( 16 15 ),  ( 11 13 ) ( 22 17 ),  ( 50 6 ),  ( 22 13 ),  ( 13 15 ) ( 16 16 ),  ( 18 20 ) ( 22 22 ) ( 10 17 ),  ( 10 17 ) ( 22 20 ),  ( 18 20 ) ( 22 22 ) ( 10 17 ),  ( 20 19 ) ( 10 18 ) ( 22 21 ),  ( 22 19 ) ( 10 18 ),  ( 11 12 ) ( 22 17 ),  ( 22 16 ) ( 11 13 )
6,  ( 22 13 ) ( 20 9 ) ( 13 7 ),  ( 13 8 ) ( 10 7 ) ( 16 11 ),  ( 13 7 ) ( 16 10 ),  ( 20 2 ) ( 25 6 ),  ( 50 2 ),  ( 22 23 ) ( 10 10 ) ( 20 19 ) ( 13 17 ),  ( 2147483647 0 ),  ( 50 1 ),  ( 13 15 ) ( 22 21 ) ( 20 17 ),  ( 22 24 ) ( 13 18 ) ( 10 11 ) ( 20 20 ),  ( 22 23 ) ( 10 10 ) ( 20 19 ) ( 13 17 ),  ( 22 24 ) ( 13 18 ) ( 10 11 ) ( 20 20 ),  ( 22 12 ) ( 20 8 ) ( 13 6 ),  ( 22 23 ) ( 10 10 ) ( 20 19 ) ( 13 17 ),  ( 16 6 ) ( 22 11 ) ( 20 7 ) ( 13 5 ),  ( 13 8 ) ( 14 10 ) ( 16 11 ),  ( 13 1 ) ( 20 3 ) ( 22 7 ),  ( 22 18 ) ( 20 14 ) ( 13 12 ),  ( 22 18 ) ( 20 14 ) ( 13 12 ),  ( 13 21 ) ( 22 27 ) ( 20 23 ) ( 10 14 ) ( 11 19 ),  ( 22 15 ) ( 20 11 ) ( 13 9 ),  ( 13 3 ) ( 22 13 ) ( 20 9 ),  ( 20 30 ) ( 25 34 ),  ( 22 18 ) ( 20 14 ) ( 13 12 ),  ( 22 14 ) ( 13 8 ) ( 20 10 ),  ( 22 13 ) ( 20 9 ) ( 13 7 ),  ( 22 22 ) ( 13 16 ) ( 20 18 ),  ( 20 1 ) ( 25 5 ),  ( 10 11 ) ( 14 14 ) ( 13 12 ) ( 15 16 ),  ( 22 28 ) ( 20 24 ) ( 11 20 ) ( 13 22 ) ( 10 15 ),  ( 22 14 ) ( 20 10 ) ( 13 8 ),  ( 13 21 ) ( 10 14 ) ( 22 27 ) ( 20 23 ),  ( 20 11 ) ( 22 15 ) ( 13 9 ),  ( 20 23 ) ( 10 14 ) ( 11 19 ) ( 13 21 ) ( 22 29 ),  ( 22 13 ) ( 20 9 ) ( 13 7 ),  ( 13 22 ) ( 22 28 ) ( 20 24 ) ( 10 15 ) ( 11 18 ),  ( 20 17 ) ( 13 15 ) ( 22 21 ) ( 9 14 ),  ( 20 2 ) ( 25 4 ),  ( 22 15 ) ( 20 11 ) ( 13 9 ),  ( 22 13 ) ( 20 9 ) ( 13 7 ),  ( 22 17 ) ( 13 11 ) ( 20 13 ),  ( 13 15 ) ( 22 21 ) ( 20 17 ),  ( 13 16 ) ( 22 22 ) ( 20 18 ),  ( 13 14 ) ( 22 20 ) ( 20 16 ),  ( 50 2 ),  ( 50 2 ),  ( 22 12 ) ( 20 8 ) ( 13 6 ),  ( 22 21 ) ( 13 15 ) ( 20 17 ),  ( 13 12 ) ( 14 14 ),  ( 13 15 ) ( 18 17 ) ( 22 22 ) ( 6 14 ) ( 20 18 ),  ( 22 13 ) ( 20 9 ) ( 13 7 ),  ( 20 31 ) ( 22 41 ),  ( 22 12 ) ( 20 8 ) ( 13 6 ),  ( 20 5 ) ( 16 3 ) ( 8 2 ) ( 22 14 ),  ( 22 14 ) ( 13 8 ) ( 20 10 ),  ( 20 4 ) ( 8 3 ) ( 22 15 ),  ( 13 4 ) ( 20 6 ) ( 22 10 ),  ( 22 13 ) ( 20 9 ) ( 13 7 ),  ( 13 12 ) ( 10 11 ) ( 16 15 ),  ( 13 15 ) ( 10 14 ) ( 14 18 ),  ( 20 13 ) ( 22 17 ) ( 13 11 ),  ( 15 11 ) ( 13 9 ) ( 11 8 ) ( 16 12 ),  ( 22 18 ) ( 13 12 ) ( 20 14 ),  ( 10 4 ) ( 22 17 ) ( 20 13 ) ( 13 11 ),  ( 13 4 ) ( 20 6 ) ( 22 10 ),  ( 13 10 ) ( 16 13 ),  ( 20 12 ) ( 22 16 ) ( 11 8 ) ( 13 10 ),  ( 22 14 ) ( 20 10 ) ( 13 8 ),  ( 18 10 ) ( 13 8 ) ( 20 12 ) ( 22 16 ),  ( 20 11 ) ( 22 15 ) ( 13 9 ),  ( 20 11 ) ( 22 15 ) ( 13 9 ),  ( 22 18 ) ( 13 12 ) ( 20 14 ),  ( 22 17 ) ( 20 13 ) ( 13 11 )
7,  ( 22 14 ) ( 20 9 ) ( 13 7 ),  ( 13 8 ) ( 10 7 ) ( 16 11 ),  ( 13 7 ) ( 16 10 ),  ( 20 2 ) ( 25 7 ),  ( 50 1 ),  ( 20 19 ) ( 10 9 ) ( 22 24 ) ( 13 17 ),  ( 50 1 ),  ( 2147483647 0 ),  ( 20 17 ) ( 22 22 ) ( 16 16 ) ( 13 15 ),  ( 10 10 ) ( 22 25 ) ( 13 18 ) ( 20 20 ),  ( 20 19 ) ( 10 9 ) ( 22 24 ) ( 13 17 ),  ( 10 10 ) ( 22 25 ) ( 13 18 ) ( 20 20 ),  ( 20 8 ) ( 22 13 ) ( 13 6 ),  ( 20 19 ) ( 10 9 ) ( 22 24 ) ( 13 17 ),  ( 22 12 ) ( 20 7 ) ( 16 5 ),  ( 16 11 ) ( 13 8 ) ( 15 10 ),  ( 13 2 ) ( 20 3 ) ( 22 8 ),  ( 22 19 ) ( 13 12 ) ( 20 14 ),  ( 22 19 ) ( 13 12 ) ( 20 14 ),  ( 13 21 ) ( 20 23 ) ( 10 13 ) ( 22 28 ) ( 11 19 ),  ( 13 9 ) ( 22 16 ) ( 20 11 ),  ( 13 3 ) ( 22 14 ) ( 20 9 ),  ( 20 30 ) ( 25 35 ),  ( 22 19 ) ( 13 12 ) ( 20 14 ),  ( 22 15 ) ( 13 8 ) ( 20 10 ),  ( 13 7 ) ( 20 9 ) ( 22 14 ),  ( 13 16 ) ( 22 23 ) ( 20 18 ),  ( 20 1 ) ( 25 6 ),  ( 14 13 ) ( 10 11 ) ( 13 12 ) ( 15 16 ),  ( 20 24 ) ( 13 22 ) ( 22 29 ) ( 10 14 ) ( 11 20 ),  ( 22 15 ) ( 20 10 ) ( 13 8 ),  ( 10 13 ) ( 22 28 ) ( 13 21 ) ( 20 23 ),  ( 22 16 ) ( 20 11 ) ( 13 9 ),  ( 13 21 ) ( 20 23 ) ( 10 13 ) ( 11 19 ) ( 22 30 ),  ( 13 7 ) ( 20 9 ) ( 22 14 ),  ( 20 24 ) ( 13 22 ) ( 22 29 ) ( 10 14 ) ( 11 18 ),  ( 20 17 ) ( 22 22 ) ( 9 14 ) ( 16 16 ) ( 13 15 ),  ( 20 2 ) ( 25 5 ),  ( 13 9 ) ( 22 16 ) ( 20 11 ),  ( 13 7 ) ( 20 9 ) ( 22 14 ),  ( 22 18 ) ( 16 12 ) ( 13 11 ) ( 20 13 ),  ( 20 17 ) ( 22 22 ) ( 16 16 ) ( 13 15 ),  ( 13 16 ) ( 20 18 ) ( 22 23 ) ( 16 17 ),  ( 22 21 ) ( 16 15 ) ( 20 16 ) ( 13 14 ),  ( 50 3 ),  ( 50 3 ),  ( 20 8 ) ( 22 13 ) ( 13 6 ),  ( 13 15 ) ( 22 22 ) ( 20 17 ),  ( 13 12 ) ( 14 14 ),  ( 6 14 ) ( 16 16 ) ( 13 15 ) ( 20 18 ) ( 18 17 ) ( 22 23 ),  ( 22 14 ) ( 20 9 ) ( 13 7 ),  ( 22 42 ) ( 20 31 ),  ( 20 8 ) ( 22 13 ) ( 13 6 ),  ( 16 2 ) ( 22 15 ) ( 20 6 ),  ( 16 9 ) ( 22 15 ) ( 13 8 ) ( 20 10 ),  ( 20 5 ) ( 16 3 ) ( 22 16 ),  ( 22 11 ) ( 20 6 ) ( 13 4 ),  ( 13 7 ) ( 20 9 ) ( 22 14 ),  ( 10 11 ) ( 16 15 ) ( 13 12 ) ( 14 14 ),  ( 14 18 ) ( 10 14 ) ( 13 15 ),  ( 22 18 ) ( 20 13 ) ( 13 11 ),  ( 15 11 ) ( 13 9 ) ( 11 8 ) ( 16 12 ),  ( 13 12 ) ( 22 19 ) ( 20 14 ),  ( 10 3 ) ( 20 13 ) ( 13 11 ) ( 22 18 ),  ( 13 4 ) ( 20 6 ) ( 22 11 ),  ( 13 10 ) ( 16 13 ),  ( 22 17 ) ( 11 8 ) ( 13 10 ) ( 20 12 ),  ( 22 15 ) ( 20 10 ) ( 13 8 ),  ( 13 8 ) ( 18 10 ) ( 22 17 ) ( 20 12 ),  ( 22 16 ) ( 20 11 ) ( 13 9 ),  ( 22 16 ) ( 20 11 ) ( 13 9 ),  ( 13 12 ) ( 22 19 ) ( 20 14 ),  ( 22 18 ) ( 13 11 ) ( 20 13 )
